"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2351","@sanity Login Page with fixture test","chromium","2026-07-03","passed","2026-07-03","","loginpagefixture.spec.ts","",""
"","2768","@sanity invalid login test with -invalid@open.com - wrongPassword123","chromium","2026-07-03","passed","2026-07-03","","loginpagefixture.spec.ts","",""
"","3545","@sanity Enter New User Info test Entering for - kristi - shain","chromium","2026-07-03","passed","2026-07-03","","registration.spec.ts","",""
"","2479","@sanity verify logo and footer on product page test","chromium","2026-07-03","passed","2026-07-03","","loginpagefixture.spec.ts","",""
"","2253","@sanityverify all footers exist on the page test","chromium","2026-07-03","passed","2026-07-03","","loginpagefixture.spec.ts","",""
"","2804","@sanity invalid login test with - - pw1234","chromium","2026-07-03","passed","2026-07-03","","loginpagefixture.spec.ts","",""
"","3542","@sanity Enter New User Info test Entering for - ema - wotson","chromium","2026-07-03","passed","2026-07-03","","registration.spec.ts","",""
"","3635","@sanity Enter New User Info test Entering for - Roy - han","chromium","2026-07-03","passed","2026-07-03","","registration.spec.ts","",""
"","3271","@sanity Home Page title test with fixtures","chromium","2026-07-03","passed","2026-07-03","","homepagefix.spec.ts","",""
"","2681","@sanity invalid login test with -pwtestbatch@open.com -","chromium","2026-07-03","passed","2026-07-03","","loginpagefixture.spec.ts","",""
