"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2445","@sanityverify all footers exist on the page test","chromium","2026-07-06","passed","2026-07-06","","loginpagefixture.spec.ts","",""
"","4659","POST API = Create a User test","chromium","2026-07-06","passed","2026-07-06","e2e GoRest API CRUD Operations Tests ","api/users.api.seprate.spec.ts","",""
"","3016","Verify registration page title test","chromium","2026-07-06","passed","2026-07-06","","registration.spec.ts","",""
"","2865","@sanity invalid login test with - - pw1234","chromium","2026-07-06","passed","2026-07-06","","loginpagefixture.spec.ts","",""
"","2896","invalid login test with excel data - - !Spring123","chromium","2026-07-06","passed","2026-07-06","","loginpagefixture.spec.ts","",""
"","3823","verify searchResults count - iphone - iPhone","chromium","2026-07-06","passed","2026-07-06","","search.spec.ts","",""
"","3676","verify searchResults count - macbook - MacBook Pro","chromium","2026-07-06","passed","2026-07-06","","search.spec.ts","",""
"","4640","verify user navigate to product page - macbook - MacBook Air","chromium","2026-07-06","passed","2026-07-06","","search.spec.ts","",""
"","1757","Create a User Test","chromium","2026-07-06","passed","2026-07-06","","api/users.individual.spec.ts","",""
"","2822","invalid login test with json data -wrong@open.com - wrong@123","chromium","2026-07-06","passed","2026-07-06","","loginpagefixture.spec.ts","",""
"","1316","GoRestAPI - Verify Create User GET call test","chromium","2026-07-06","passed","2026-07-06","","api/users.api.spec.ts","",""
"","3014","PUT API = Update User test","chromium","2026-07-06","passed","2026-07-06","e2e GoRest API CRUD Operations Tests ","api/users.api.seprate.spec.ts","",""
"","2814","Update a User Test","chromium","2026-07-06","passed","2026-07-06","","api/users.individual.spec.ts","",""
"","3003","verify all footers exist on the page test","chromium","2026-07-06","passed","2026-07-06","","search.spec.ts","",""
"","2506","verify all footers exist on the page test","chromium","2026-07-06","passed","2026-07-06","","registration.spec.ts","",""
"","2601","verify logo and footer on product page test","chromium","2026-07-06","passed","2026-07-06","","registration.spec.ts","",""
"","2393","@sanity Login Page with fixture test","chromium","2026-07-06","passed","2026-07-06","","loginpagefixture.spec.ts","",""
"","5000","verify each product details test for -iPod Classic","chromium","2026-07-06","passed","2026-07-06","","productPage.spec.ts","",""
"","3637","@sanity Enter New User Info test Entering for - ema - wotson","chromium","2026-07-06","passed","2026-07-06","","registration.spec.ts","",""
"","2778","invalid login test with excel data -invalid@open.com - wrongPassword123","chromium","2026-07-06","passed","2026-07-06","","loginpagefixture.spec.ts","",""
"","3138","verify logo and footer on product page test","chromium","2026-07-06","passed","2026-07-06","","search.spec.ts","",""
"","3078","verify all footers exist on the page test","chromium","2026-07-06","passed","2026-07-06","","homepagefix.spec.ts","",""
"","491","Mock the search data API","chromium","2026-07-06","passed","2026-07-06","","api/intercept.spec.ts","",""
"","0","@regression Verify shopping cart product information test","chromium","2026-07-06","skipped","2026-07-06","","cartPage.spec.ts","",""
"","4988","verify each product details test for -iPhone","chromium","2026-07-06","passed","2026-07-06","","productPage.spec.ts","",""
"","2886","invalid login test with excel data -test@automation.com - pw1234","chromium","2026-07-06","passed","2026-07-06","","loginpagefixture.spec.ts","",""
"","800","GET -- Get location data test","chromium","2026-07-06","passed","2026-07-06","","api/amadeus.oauth2.spec.ts","",""
"","2943","invalid login test with json data -invalidUser@open.com -","chromium","2026-07-06","passed","2026-07-06","","loginpagefixture.spec.ts","",""
"","2727","invalid login test with json data -pwbatchtest@open.com - wrong@123","chromium","2026-07-06","passed","2026-07-06","","loginpagefixture.spec.ts","",""
"","3044","verify logo and footer on home page test","chromium","2026-07-06","passed","2026-07-06","","homepagefix.spec.ts","",""
"","2338","Login Page title test","chromium","2026-07-06","passed","2026-07-06","","loginpage.spec.ts","",""
"","3198","verify User able to logIn Successfully with fixture test","chromium","2026-07-06","passed","2026-07-06","","loginpagefixture.spec.ts","",""
"","0","Product information test Using CSV test","chromium","2026-07-06","skipped","2026-07-06","","cartPage.spec.ts","",""
