"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2917","@sanity invalid login test with -invalid@open.com - wrongPassword123","chromium","2026-07-10","passed","2026-07-10","","loginpagefixture.spec.ts","",""
"","3611","@sanity Enter New User Info test Entering for - Roy - han","chromium","2026-07-10","passed","2026-07-10","","registration.spec.ts","",""
"","2893","@sanity invalid login test with - - pw1234","chromium","2026-07-10","passed","2026-07-10","","loginpagefixture.spec.ts","",""
"","2369","@sanity Login Page with fixture test","chromium","2026-07-10","passed","2026-07-10","","loginpagefixture.spec.ts","",""
"","3736","@sanity Enter New User Info test Entering for - ema - wotson","chromium","2026-07-10","passed","2026-07-10","","registration.spec.ts","",""
"","2698","@sanity verify logo and footer on product page test","chromium","2026-07-10","passed","2026-07-10","","loginpagefixture.spec.ts","",""
"","2481","@sanityverify all footers exist on the page test","chromium","2026-07-10","passed","2026-07-10","","loginpagefixture.spec.ts","",""
"","3669","@sanity Enter New User Info test Entering for - kristi - shain","chromium","2026-07-10","passed","2026-07-10","","registration.spec.ts","",""
"","2861","@sanity invalid login test with -pwtestbatch@open.com -","chromium","2026-07-10","passed","2026-07-10","","loginpagefixture.spec.ts","",""
"","3357","@sanity Home Page title test with fixtures","chromium","2026-07-10","passed","2026-07-10","","homepagefix.spec.ts","",""
