"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","43028","verify each product details test for -iPod Classic","chromium","2026-07-10","broken","2026-07-10","","productPage.spec.ts","",""
"","42845","verify all footers exist on the page test","chromium","2026-07-10","broken","2026-07-10","","homepagefix.spec.ts","",""
"","325","GET API = get all users test","chromium","2026-07-10","passed","2026-07-10","e2e GoRest API CRUD Operations Tests ","api/users.api.seprate.spec.ts","",""
"","354","GoRestAPI - Verify Delete User - DELETE call test","chromium","2026-07-10","passed","2026-07-10","","api/users.api.spec.ts","",""
"","42985","Login Page title test","chromium","2026-07-10","broken","2026-07-10","","loginpage.spec.ts","",""
"","42854","@sanity Enter New User Info test Entering for - ema - wotson","chromium","2026-07-10","broken","2026-07-10","","registration.spec.ts","",""
"","42979","Home Page title test","chromium","2026-07-10","broken","2026-07-10","","homepage.spec.ts","",""
"","345","POST API = Create a User test","chromium","2026-07-10","passed","2026-07-10","e2e GoRest API CRUD Operations Tests ","api/users.api.seprate.spec.ts","",""
"","43296","verify searchResults count - imac - iMac","chromium","2026-07-10","broken","2026-07-10","","search.spec.ts","",""
"","1196","GET -- Get location data test","chromium","2026-07-10","passed","2026-07-10","","api/amadeus.oauth2.spec.ts","",""
"","42881","@regression verify Forgot Password link with fixture test","chromium","2026-07-10","broken","2026-07-10","","loginpagefixture.spec.ts","",""
"","40066","Intercept and log requests","chromium","2026-07-10","broken","2026-07-10","","api/intercept.spec.ts","",""
"","42835","verify Forgot Password link test","chromium","2026-07-10","broken","2026-07-10","","loginpage.spec.ts","",""
"","342","GoRestAPI - Verify Update User - PUT call test","chromium","2026-07-10","passed","2026-07-10","","api/users.api.spec.ts","",""
"","42776","verify each product details test for -MacBook Pro","chromium","2026-07-10","broken","2026-07-10","","productPage.spec.ts","",""
"","43039","verify each product details test for -iMac","chromium","2026-07-10","broken","2026-07-10","","productPage.spec.ts","",""
"","42781","Add Product to cart test -iPhone","chromium","2026-07-10","broken","2026-07-10","","productPage.spec.ts","",""
"","43024","Add Product to cart test -MacBook Pro","chromium","2026-07-10","broken","2026-07-10","","productPage.spec.ts","",""
"","0","@regression Verify shopping cart product information test","chromium","2026-07-10","skipped","2026-07-10","","cartPage.spec.ts","",""
"","42851","verify all footers exist on the page test","chromium","2026-07-10","broken","2026-07-10","","search.spec.ts","",""
"","328","DELETE API -- Delete User test","chromium","2026-07-10","passed","2026-07-10","e2e GoRest API CRUD Operations Tests ","api/users.api.seprate.spec.ts","",""
"","42915","invalid login test with json data -pwbatchtest@open.com - wrong@123","chromium","2026-07-10","broken","2026-07-10","","loginpagefixture.spec.ts","",""
"","10066","Create a User Test","chromium","2026-07-10","passed","2026-07-10","","api/users.individual.spec.ts","",""
"","43334","verify user navigate to product page - imac - iMac","chromium","2026-07-10","broken","2026-07-10","","search.spec.ts","",""
"","42765","Add Product to cart test -iPod Classic","chromium","2026-07-10","broken","2026-07-10","","productPage.spec.ts","",""
"","327","PUT API = Update User test","chromium","2026-07-10","passed","2026-07-10","e2e GoRest API CRUD Operations Tests ","api/users.api.seprate.spec.ts","",""
"","42961","@sanity invalid login test with -invalid@open.com - wrongPassword123","chromium","2026-07-10","broken","2026-07-10","","loginpagefixture.spec.ts","",""
"","42943","verify each product details test for -iPhone","chromium","2026-07-10","broken","2026-07-10","","productPage.spec.ts","",""
"","350","GET - Get All Users test","chromium","2026-07-10","passed","2026-07-10","","api/users.api.schema.spec.ts","",""
"","42991","verify searchResults count - iphone - iPhone","chromium","2026-07-10","broken","2026-07-10","","search.spec.ts","",""
"","42934","verify user navigate to product page - macbook - MacBook Air","chromium","2026-07-10","broken","2026-07-10","","search.spec.ts","",""
"","42917","@sanity Login Page with fixture test","chromium","2026-07-10","broken","2026-07-10","","loginpagefixture.spec.ts","",""
"","40188","invalid login test with json data -wrong@open.com - wrong@123","chromium","2026-07-10","broken","2026-07-10","","loginpagefixture.spec.ts","",""
"","43012","verify User able to logIn Successfully with fixture test","chromium","2026-07-10","broken","2026-07-10","","loginpagefixture.spec.ts","",""
"","40238","verify all footers exist on the page test","chromium","2026-07-10","broken","2026-07-10","","registration.spec.ts","",""
"","43087","@sanity verify logo and footer on product page test","chromium","2026-07-10","broken","2026-07-10","","loginpagefixture.spec.ts","",""
"","43096","Login using invalid credentials with data driven with fixture test","chromium","2026-07-10","broken","2026-07-10","","loginpagefixture.spec.ts","",""
"","11394","GET - Get User test","chromium","2026-07-10","passed","2026-07-10","","api/users.api.schema.spec.ts","",""
"","43011","@sanity invalid login test with - - pw1234","chromium","2026-07-10","broken","2026-07-10","","loginpagefixture.spec.ts","",""
"","43247","@sanity Enter New User Info test Entering for - Roy - han","chromium","2026-07-10","broken","2026-07-10","","registration.spec.ts","",""
"","43036","verify all footers exist on the page test","chromium","2026-07-10","broken","2026-07-10","","productPage.spec.ts","",""
"","4429","GoRestAPI - Verify Create User GET call test","chromium","2026-07-10","passed","2026-07-10","","api/users.api.spec.ts","",""
"","42870","verify User able to logIn Successfully test","chromium","2026-07-10","broken","2026-07-10","","loginpage.spec.ts","",""
"","40184","verify searchResults count - macbook - MacBook Air","chromium","2026-07-10","broken","2026-07-10","","search.spec.ts","",""
"","40178","verify logo and footer on product page test","chromium","2026-07-10","broken","2026-07-10","","search.spec.ts","",""
"","42935","verify searched product images count test","chromium","2026-07-10","broken","2026-07-10","","productPage.spec.ts","",""
"","40191","@sanity invalid login test with -pwtestbatch@open.com -","chromium","2026-07-10","broken","2026-07-10","","loginpagefixture.spec.ts","",""
"","42922","invalid login test with excel data -invalid@open.com - wrongPassword123","chromium","2026-07-10","broken","2026-07-10","","loginpagefixture.spec.ts","",""
"","324","Mock the search data API","chromium","2026-07-10","passed","2026-07-10","","api/intercept.spec.ts","",""
"","43069","verify logo and footer on product page test","chromium","2026-07-10","broken","2026-07-10","","productPage.spec.ts","",""
"","2658","GoRestAPI - Verify Create User - POST call test","chromium","2026-07-10","passed","2026-07-10","","api/users.api.spec.ts","",""
"","43224","verify user navigate to product page - macbook - MacBook Pro","chromium","2026-07-10","broken","2026-07-10","","search.spec.ts","",""
"","42873","invalid login test with excel data - - !Spring123","chromium","2026-07-10","broken","2026-07-10","","loginpagefixture.spec.ts","",""
"","42891","verify user navigate to product page - iphone - iPhone","chromium","2026-07-10","broken","2026-07-10","","search.spec.ts","",""
"","42910","Generate Product information and full details,","chromium","2026-07-10","broken","2026-07-10","","productPage.spec.ts","",""
"","11771","Update a User Test","chromium","2026-07-10","passed","2026-07-10","","api/users.individual.spec.ts","",""
"","42933","@sanity Home Page title test with fixtures","chromium","2026-07-10","broken","2026-07-10","","homepagefix.spec.ts","",""
"","40252","verify logo and footer on product page test","chromium","2026-07-10","broken","2026-07-10","","registration.spec.ts","",""
"","42916","invalid login test with json data -invalidUser@open.com -","chromium","2026-07-10","broken","2026-07-10","","loginpagefixture.spec.ts","",""
"","40183","Verify registration page title test","chromium","2026-07-10","broken","2026-07-10","","registration.spec.ts","",""
"","0","Product information test Using CSV test","chromium","2026-07-10","skipped","2026-07-10","","cartPage.spec.ts","",""
"","42928","verify logo and footer on home page test","chromium","2026-07-10","broken","2026-07-10","","homepagefix.spec.ts","",""
"","42874","@sanity Enter New User Info test Entering for - kristi - shain","chromium","2026-07-10","broken","2026-07-10","","registration.spec.ts","",""
"","43043","Add Product to cart test -iMac","chromium","2026-07-10","broken","2026-07-10","","productPage.spec.ts","",""
"","5118","Delete a User Test","chromium","2026-07-10","passed","2026-07-10","","api/users.individual.spec.ts","",""
"","40203","@sanityverify all footers exist on the page test","chromium","2026-07-10","broken","2026-07-10","","loginpagefixture.spec.ts","",""
"","40200","verify searchResults count - macbook - MacBook Pro","chromium","2026-07-10","broken","2026-07-10","","search.spec.ts","",""
"","42980","invalid login test with excel data -test@automation.com - pw1234","chromium","2026-07-10","broken","2026-07-10","","loginpagefixture.spec.ts","",""
