"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2307","invalid login test with excel data -test@automation.com - pw1234","chromium","2026-07-10","passed","2026-07-10","","loginpagefixture.spec.ts","",""
"","5089","Add Product to cart test -iMac","chromium","2026-07-10","passed","2026-07-10","","productPage.spec.ts","",""
"","1987","@sanity Login Page with fixture test","chromium","2026-07-10","passed","2026-07-10","","loginpagefixture.spec.ts","",""
"","2665","verify User able to logIn Successfully test","chromium","2026-07-10","passed","2026-07-10","","loginpage.spec.ts","",""
"","3032","verify searchResults count - macbook - MacBook Pro","chromium","2026-07-10","passed","2026-07-10","","search.spec.ts","",""
"","2297","@sanity invalid login test with -invalid@open.com - wrongPassword123","chromium","2026-07-10","passed","2026-07-10","","loginpagefixture.spec.ts","",""
"","1960","@sanity verify logo and footer on product page test","chromium","2026-07-10","passed","2026-07-10","","loginpagefixture.spec.ts","",""
"","2658","verify all footers exist on the page test","chromium","2026-07-10","passed","2026-07-10","","productPage.spec.ts","",""
"","2093","verify all footers exist on the page test","chromium","2026-07-10","passed","2026-07-10","","registration.spec.ts","",""
"","357","PUT API = Update User test","chromium","2026-07-10","passed","2026-07-10","e2e GoRest API CRUD Operations Tests ","api/users.api.seprate.spec.ts","",""
"","3140","verify searchResults count - macbook - MacBook Air","chromium","2026-07-10","passed","2026-07-10","","search.spec.ts","",""
"","4436","verify each product details test for -iPod Classic","chromium","2026-07-10","passed","2026-07-10","","productPage.spec.ts","",""
"","3018","verify searchResults count - iphone - iPhone","chromium","2026-07-10","passed","2026-07-10","","search.spec.ts","",""
"","2990","Intercept and log requests","chromium","2026-07-10","passed","2026-07-10","","api/intercept.spec.ts","",""
"","2330","@sanity invalid login test with -pwtestbatch@open.com -","chromium","2026-07-10","passed","2026-07-10","","loginpagefixture.spec.ts","",""
"","5219","Add Product to cart test -MacBook Pro","chromium","2026-07-10","passed","2026-07-10","","productPage.spec.ts","",""
"","3980","verify user navigate to product page - iphone - iPhone","chromium","2026-07-10","passed","2026-07-10","","search.spec.ts","",""
"","4020","verify user navigate to product page - imac - iMac","chromium","2026-07-10","passed","2026-07-10","","search.spec.ts","",""
"","2288","verify logo and footer on home page test","chromium","2026-07-10","passed","2026-07-10","","homepagefix.spec.ts","",""
"","2244","Home Page title test","chromium","2026-07-10","passed","2026-07-10","","homepage.spec.ts","",""
"","295","Mock the search data API","chromium","2026-07-10","passed","2026-07-10","","api/intercept.spec.ts","",""
"","4108","verify user navigate to product page - macbook - MacBook Pro","chromium","2026-07-10","passed","2026-07-10","","search.spec.ts","",""
"","1831","Verify registration page title test","chromium","2026-07-10","passed","2026-07-10","","registration.spec.ts","",""
"","2346","invalid login test with json data -invalidUser@open.com -","chromium","2026-07-10","passed","2026-07-10","","loginpagefixture.spec.ts","",""
"","1993","@sanityverify all footers exist on the page test","chromium","2026-07-10","passed","2026-07-10","","loginpagefixture.spec.ts","",""
"","339","GoRestAPI - Verify Create User - POST call test","chromium","2026-07-10","passed","2026-07-10","","api/users.api.spec.ts","",""
"","2348","invalid login test with excel data -invalid@open.com - wrongPassword123","chromium","2026-07-10","passed","2026-07-10","","loginpagefixture.spec.ts","",""
"","2417","invalid login test with excel data - - !Spring123","chromium","2026-07-10","passed","2026-07-10","","loginpagefixture.spec.ts","",""
"","2429","invalid login test with json data -pwbatchtest@open.com - wrong@123","chromium","2026-07-10","passed","2026-07-10","","loginpagefixture.spec.ts","",""
"","2273","Create a User Test","chromium","2026-07-10","passed","2026-07-10","","api/users.individual.spec.ts","",""
"","0","@regression Verify shopping cart product information test","chromium","2026-07-10","skipped","2026-07-10","","cartPage.spec.ts","",""
"","2959","verify searchResults count - imac - iMac","chromium","2026-07-10","passed","2026-07-10","","search.spec.ts","",""
"","2573","GET - Get User test","chromium","2026-07-10","passed","2026-07-10","","api/users.api.schema.spec.ts","",""
"","2650","verify logo and footer on product page test","chromium","2026-07-10","passed","2026-07-10","","search.spec.ts","",""
"","2542","invalid login test with json data -wrong@open.com - wrong@123","chromium","2026-07-10","passed","2026-07-10","","loginpagefixture.spec.ts","",""
"","1046","Update a User Test","chromium","2026-07-10","passed","2026-07-10","","api/users.individual.spec.ts","",""
"","356","GoRestAPI - Verify Update User - PUT call test","chromium","2026-07-10","passed","2026-07-10","","api/users.api.spec.ts","",""
"","2787","@sanity Enter New User Info test Entering for - Roy - han","chromium","2026-07-10","passed","2026-07-10","","registration.spec.ts","",""
"","350","DELETE API -- Delete User test","chromium","2026-07-10","passed","2026-07-10","e2e GoRest API CRUD Operations Tests ","api/users.api.seprate.spec.ts","",""
"","2598","verify logo and footer on product page test","chromium","2026-07-10","passed","2026-07-10","","productPage.spec.ts","",""
"","3541","Delete a User Test","chromium","2026-07-10","passed","2026-07-10","","api/users.individual.spec.ts","",""
"","4136","verify each product details test for -MacBook Pro","chromium","2026-07-10","passed","2026-07-10","","productPage.spec.ts","",""
"","2123","verify logo and footer on product page test","chromium","2026-07-10","passed","2026-07-10","","registration.spec.ts","",""
"","3300","Login using invalid credentials with data driven with fixture test","chromium","2026-07-10","passed","2026-07-10","","loginpagefixture.spec.ts","",""
"","3754","verify each product details test for -iMac","chromium","2026-07-10","passed","2026-07-10","","productPage.spec.ts","",""
"","4065","verify searched product images count test","chromium","2026-07-10","passed","2026-07-10","","productPage.spec.ts","",""
"","2465","@sanity Home Page title test with fixtures","chromium","2026-07-10","passed","2026-07-10","","homepagefix.spec.ts","",""
"","329","POST API = Create a User test","chromium","2026-07-10","passed","2026-07-10","e2e GoRest API CRUD Operations Tests ","api/users.api.seprate.spec.ts","",""
"","2562","verify User able to logIn Successfully with fixture test","chromium","2026-07-10","passed","2026-07-10","","loginpagefixture.spec.ts","",""
"","349","GoRestAPI - Verify Create User GET call test","chromium","2026-07-10","passed","2026-07-10","","api/users.api.spec.ts","",""
"","2750","@sanity Enter New User Info test Entering for - kristi - shain","chromium","2026-07-10","passed","2026-07-10","","registration.spec.ts","",""
"","3992","Generate Product information and full details,","chromium","2026-07-10","passed","2026-07-10","","productPage.spec.ts","",""
"","2428","verify all footers exist on the page test","chromium","2026-07-10","passed","2026-07-10","","homepagefix.spec.ts","",""
"","2025","verify Forgot Password link test","chromium","2026-07-10","passed","2026-07-10","","loginpage.spec.ts","",""
"","2560","verify all footers exist on the page test","chromium","2026-07-10","passed","2026-07-10","","search.spec.ts","",""
"","349","GET - Get All Users test","chromium","2026-07-10","passed","2026-07-10","","api/users.api.schema.spec.ts","",""
"","1954","Login Page title test","chromium","2026-07-10","passed","2026-07-10","","loginpage.spec.ts","",""
"","5176","Add Product to cart test -iPhone","chromium","2026-07-10","passed","2026-07-10","","productPage.spec.ts","",""
"","2403","@sanity invalid login test with - - pw1234","chromium","2026-07-10","passed","2026-07-10","","loginpagefixture.spec.ts","",""
"","4519","verify each product details test for -iPhone","chromium","2026-07-10","passed","2026-07-10","","productPage.spec.ts","",""
"","0","Product information test Using CSV test","chromium","2026-07-10","skipped","2026-07-10","","cartPage.spec.ts","",""
"","336","GoRestAPI - Verify Delete User - DELETE call test","chromium","2026-07-10","passed","2026-07-10","","api/users.api.spec.ts","",""
"","1168","GET -- Get location data test","chromium","2026-07-10","passed","2026-07-10","","api/amadeus.oauth2.spec.ts","",""
