"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3949","verify user navigate to product page - iphone - iPhone","chromium","2026-07-03","passed","2026-07-03","","search.spec.ts","",""
"","27096","Verify shopping cart product information test","chromium","2026-07-03","passed","2026-07-03","","cartPage.spec.ts","",""
"","2668","verify logo and footer on product page test","chromium","2026-07-03","passed","2026-07-03","","search.spec.ts","",""
"","4253","verify searched product images count test","chromium","2026-07-03","passed","2026-07-03","","productPage.spec.ts","",""
"","2350","invalid login test with json data -invalidUser@open.com -","chromium","2026-07-03","passed","2026-07-03","","loginpagefixture.spec.ts","",""
"","2674","verify logo and footer on product page test","chromium","2026-07-03","passed","2026-07-03","","registration.spec.ts","",""
"","373","PUT API = Update User test","chromium","2026-07-03","passed","2026-07-03","e2e GoRest API CRUD Operations Tests ","api/users.api.seprate.spec.ts","",""
"","5025","Add Product to cart test -MacBook Pro","chromium","2026-07-03","passed","2026-07-03","","productPage.spec.ts","",""
"","2617","verify User able to logIn Successfully test","chromium","2026-07-03","passed","2026-07-03","","loginpage.spec.ts","",""
"","2654","Verify registration page title test","chromium","2026-07-03","passed","2026-07-03","","registration.spec.ts","",""
"","342","GoRestAPI - Verify Update User - PUT call test","chromium","2026-07-03","passed","2026-07-03","","api/users.api.spec.ts","",""
"","1126","Delete a User Test","chromium","2026-07-03","passed","2026-07-03","","api/users.individual.spec.ts","",""
"","5211","Add Product to cart test -iMac","chromium","2026-07-03","passed","2026-07-03","","productPage.spec.ts","",""
"","2678","verify all footers exist on the page test","chromium","2026-07-03","passed","2026-07-03","","search.spec.ts","",""
"","698","GET -- Get location data test","chromium","2026-07-03","passed","2026-07-03","","api/amadeus.oauth2.spec.ts","",""
"","4179","verify user navigate to product page - imac - iMac","chromium","2026-07-03","passed","2026-07-03","","search.spec.ts","",""
"","2224","verify all footers exist on the page test","chromium","2026-07-03","passed","2026-07-03","","registration.spec.ts","",""
"","2619","log out link exist test","chromium","2026-07-03","passed","2026-07-03","","homepage.spec.ts","",""
"","3730","Login using invalid credentials with data driven with fixture test","chromium","2026-07-03","passed","2026-07-03","","loginpagefixture.spec.ts","",""
"","5061","Add Product to cart test -iPhone","chromium","2026-07-03","passed","2026-07-03","","productPage.spec.ts","",""
"","2905","invalid login test with json data -wrong@open.com - wrong@123","chromium","2026-07-03","passed","2026-07-03","","loginpagefixture.spec.ts","",""
"","2631","verify logo and footer on product page test","chromium","2026-07-03","passed","2026-07-03","","productPage.spec.ts","",""
"","1126","Update a User Test","chromium","2026-07-03","passed","2026-07-03","","api/users.individual.spec.ts","",""
"","4417","verify each product details test for -MacBook Pro","chromium","2026-07-03","passed","2026-07-03","","productPage.spec.ts","",""
"","2243","@sanity verify logo and footer on product page test","chromium","2026-07-03","passed","2026-07-03","","loginpagefixture.spec.ts","",""
"","3047","verify searchResults count - macbook - MacBook Air","chromium","2026-07-03","passed","2026-07-03","","search.spec.ts","",""
"","379","POST API = Create a User test","chromium","2026-07-03","passed","2026-07-03","e2e GoRest API CRUD Operations Tests ","api/users.api.seprate.spec.ts","",""
"","2705","@sanity invalid login test with -invalid@open.com - wrongPassword123","chromium","2026-07-03","passed","2026-07-03","","loginpagefixture.spec.ts","",""
"","2562","verify User able to logIn Successfully with fixture test","chromium","2026-07-03","passed","2026-07-03","","loginpagefixture.spec.ts","",""
"","2677","verify all footers exist on the page test","chromium","2026-07-03","passed","2026-07-03","","homepagefix.spec.ts","",""
"","3004","verify searchResults count - macbook - MacBook Pro","chromium","2026-07-03","passed","2026-07-03","","search.spec.ts","",""
"","3676","@sanity Enter New User Info test Entering for - kristi - shain","chromium","2026-07-03","passed","2026-07-03","","registration.spec.ts","",""
"","2557","@sanity Home Page title test with fixtures","chromium","2026-07-03","passed","2026-07-03","","homepagefix.spec.ts","",""
"","4464","verify each product details test for -iPod Classic","chromium","2026-07-03","passed","2026-07-03","","productPage.spec.ts","",""
"","2295","verify Forgot Password link test","chromium","2026-07-03","passed","2026-07-03","","loginpage.spec.ts","",""
"","2242","Login Page title test","chromium","2026-07-03","passed","2026-07-03","","loginpage.spec.ts","",""
"","2537","Home Page title test","chromium","2026-07-03","passed","2026-07-03","","homepage.spec.ts","",""
"","401","GET API = get all users test","chromium","2026-07-03","passed","2026-07-03","e2e GoRest API CRUD Operations Tests ","api/users.api.seprate.spec.ts","",""
"","2299","invalid login test with excel data -invalid@open.com - wrongPassword123","chromium","2026-07-03","passed","2026-07-03","","loginpagefixture.spec.ts","",""
"","2487","verify all footers exist on the page test","chromium","2026-07-03","passed","2026-07-03","","productPage.spec.ts","",""
"","729","Create a User Test","chromium","2026-07-03","passed","2026-07-03","","api/users.individual.spec.ts","",""
"","365","GoRestAPI - Verify Delete User - DELETE call test","chromium","2026-07-03","passed","2026-07-03","","api/users.api.spec.ts","",""
"","496","Mock the search data API","chromium","2026-07-03","passed","2026-07-03","","api/intercept.spec.ts","",""
"","1170","GET - Get User test","chromium","2026-07-03","passed","2026-07-03","","api/users.api.schema.spec.ts","",""
"","2608","log out link exist test with fixtures","chromium","2026-07-03","passed","2026-07-03","","homepagefix.spec.ts","",""
"","4285","verify each product details test for -iPhone","chromium","2026-07-03","passed","2026-07-03","","productPage.spec.ts","",""
"","2260","@regression verify Forgot Password link with fixture test","chromium","2026-07-03","passed","2026-07-03","","loginpagefixture.spec.ts","",""
"","3430","Intercept and log requests","chromium","2026-07-03","passed","2026-07-03","","api/intercept.spec.ts","",""
"","2565","verify logo and footer on home page test","chromium","2026-07-03","passed","2026-07-03","","homepagefix.spec.ts","",""
"","4003","verify user navigate to product page - macbook - MacBook Air","chromium","2026-07-03","passed","2026-07-03","","search.spec.ts","",""
"","5056","Add Product to cart test -iPod Classic","chromium","2026-07-03","passed","2026-07-03","","productPage.spec.ts","",""
"","2347","@sanity invalid login test with -pwtestbatch@open.com -","chromium","2026-07-03","passed","2026-07-03","","loginpagefixture.spec.ts","",""
"","4341","Generate Product information and full details,","chromium","2026-07-03","passed","2026-07-03","","productPage.spec.ts","",""
"","4253","verify user navigate to product page - macbook - MacBook Pro","chromium","2026-07-03","passed","2026-07-03","","search.spec.ts","",""
"","346","GoRestAPI - Verify Create User - POST call test","chromium","2026-07-03","passed","2026-07-03","","api/users.api.spec.ts","",""
"","408","GET - Get All Users test","chromium","2026-07-03","passed","2026-07-03","","api/users.api.schema.spec.ts","",""
"","2271","@sanity Login Page with fixture test","chromium","2026-07-03","passed","2026-07-03","","loginpagefixture.spec.ts","",""
"","2491","Home Page Headers test","chromium","2026-07-03","passed","2026-07-03","","homepage.spec.ts","",""
"","3571","@sanity Enter New User Info test Entering for - ema - wotson","chromium","2026-07-03","passed","2026-07-03","","registration.spec.ts","",""
"","2755","@regression Home Page Headers test with fixtures","chromium","2026-07-03","passed","2026-07-03","","homepagefix.spec.ts","",""
"","4558","verify each product details test for -iMac","chromium","2026-07-03","passed","2026-07-03","","productPage.spec.ts","",""
"","27471","@regression Verify shopping cart product information test","chromium","2026-07-03","passed","2026-07-03","","cartPage.spec.ts","",""
"","3107","verify searchResults count - imac - iMac","chromium","2026-07-03","passed","2026-07-03","","search.spec.ts","",""
"","726","GoRestAPI - Verify Create User GET call test","chromium","2026-07-03","passed","2026-07-03","","api/users.api.spec.ts","",""
"","2738","invalid login test with excel data - - !Spring123","chromium","2026-07-03","passed","2026-07-03","","loginpagefixture.spec.ts","",""
