"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2430","@sanity Login Page with fixture test","chromium","2026-07-06","passed","2026-07-06","","loginpagefixture.spec.ts","",""
"","3323","@sanity Enter New User Info test Entering for - ema - wotson","chromium","2026-07-06","passed","2026-07-06","","registration.spec.ts","",""
"","2689","@sanity invalid login test with -invalid@open.com - wrongPassword123","chromium","2026-07-06","passed","2026-07-06","","loginpagefixture.spec.ts","",""
"","2819","@sanity invalid login test with - - pw1234","chromium","2026-07-06","passed","2026-07-06","","loginpagefixture.spec.ts","",""
"","3110","@sanity Home Page title test with fixtures","chromium","2026-07-06","passed","2026-07-06","","homepagefix.spec.ts","",""
"","2165","@sanity verify logo and footer on product page test","chromium","2026-07-06","passed","2026-07-06","","loginpagefixture.spec.ts","",""
"","3619","@sanity Enter New User Info test Entering for - Roy - han","chromium","2026-07-06","passed","2026-07-06","","registration.spec.ts","",""
"","2885","@sanity invalid login test with -pwtestbatch@open.com -","chromium","2026-07-06","passed","2026-07-06","","loginpagefixture.spec.ts","",""
"","2409","@sanityverify all footers exist on the page test","chromium","2026-07-06","passed","2026-07-06","","loginpagefixture.spec.ts","",""
"","3636","@sanity Enter New User Info test Entering for - kristi - shain","chromium","2026-07-06","passed","2026-07-06","","registration.spec.ts","",""
