"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3121","verify logo and footer on product page test","chromium","2026-07-05","passed","2026-07-05","","search.spec.ts","",""
"","2411","verify Forgot Password link test","chromium","2026-07-05","passed","2026-07-05","","loginpage.spec.ts","",""
"","2890","@sanity invalid login test with -pwtestbatch@open.com -","chromium","2026-07-05","passed","2026-07-05","","loginpagefixture.spec.ts","",""
"","5507","Add Product to cart test -iMac","chromium","2026-07-05","passed","2026-07-05","","productPage.spec.ts","",""
"","2453","@regression verify Forgot Password link with fixture test","chromium","2026-07-05","passed","2026-07-05","","loginpagefixture.spec.ts","",""
"","2828","invalid login test with excel data -test@automation.com - pw1234","chromium","2026-07-05","passed","2026-07-05","","loginpagefixture.spec.ts","",""
"","3654","verify searchResults count - imac - iMac","chromium","2026-07-05","passed","2026-07-05","","search.spec.ts","",""
"","893","Create a User Test","chromium","2026-07-05","passed","2026-07-05","","api/users.individual.spec.ts","",""
"","397","GoRestAPI - Verify Delete User - DELETE call test","chromium","2026-07-05","passed","2026-07-05","","api/users.api.spec.ts","",""
"","2400","@sanity verify logo and footer on product page test","chromium","2026-07-05","passed","2026-07-05","","loginpagefixture.spec.ts","",""
"","2947","invalid login test with excel data - - !Spring123","chromium","2026-07-05","passed","2026-07-05","","loginpagefixture.spec.ts","",""
"","3117","@sanity Home Page title test with fixtures","chromium","2026-07-05","passed","2026-07-05","","homepagefix.spec.ts","",""
"","2482","Verify registration page title test","chromium","2026-07-05","passed","2026-07-05","","registration.spec.ts","",""
"","3117","verify User able to logIn Successfully with fixture test","chromium","2026-07-05","passed","2026-07-05","","loginpagefixture.spec.ts","",""
"","2488","verify all footers exist on the page test","chromium","2026-07-05","passed","2026-07-05","","registration.spec.ts","",""
"","5614","Add Product to cart test -iPhone","chromium","2026-07-05","passed","2026-07-05","","productPage.spec.ts","",""
"","5567","Add Product to cart test -iPod Classic","chromium","2026-07-05","passed","2026-07-05","","productPage.spec.ts","",""
"","3583","verify searchResults count - iphone - iPhone","chromium","2026-07-05","passed","2026-07-05","","search.spec.ts","",""
"","5901","Add Product to cart test -MacBook Pro","chromium","2026-07-05","passed","2026-07-05","","productPage.spec.ts","",""
"","2075","Login Page title test","chromium","2026-07-05","passed","2026-07-05","","loginpage.spec.ts","",""
"","2949","invalid login test with json data -wrong@open.com - wrong@123","chromium","2026-07-05","passed","2026-07-05","","loginpagefixture.spec.ts","",""
"","5512","verify each product details test for -iMac","chromium","2026-07-05","passed","2026-07-05","","productPage.spec.ts","",""
"","3641","verify searchResults count - macbook - MacBook Air","chromium","2026-07-05","passed","2026-07-05","","search.spec.ts","",""
