"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2923","GET - Get All Users test","chromium","2026-07-08","passed","2026-07-08","","api/users.api.schema.spec.ts","",""
"","3982","Update a User Test","chromium","2026-07-08","passed","2026-07-08","","api/users.individual.spec.ts","",""
"","5124","verify each product details test for -iMac","chromium","2026-07-08","passed","2026-07-08","","productPage.spec.ts","",""
"","2936","@sanity Home Page title test with fixtures","chromium","2026-07-08","passed","2026-07-08","","homepagefix.spec.ts","",""
"","4515","verify user navigate to product page - imac - iMac","chromium","2026-07-08","passed","2026-07-08","","search.spec.ts","",""
"","5171","Create a User Test","chromium","2026-07-08","passed","2026-07-08","","api/users.individual.spec.ts","",""
"","2476","Verify registration page title test","chromium","2026-07-08","passed","2026-07-08","","registration.spec.ts","",""
"","2885","@sanity invalid login test with -pwtestbatch@open.com -","chromium","2026-07-08","passed","2026-07-08","","loginpagefixture.spec.ts","",""
"","1284","GoRestAPI - Verify Update User - PUT call test","chromium","2026-07-08","passed","2026-07-08","","api/users.api.spec.ts","",""
"","5088","verify each product details test for -MacBook Pro","chromium","2026-07-08","passed","2026-07-08","","productPage.spec.ts","",""
"","5581","GET - Get User test","chromium","2026-07-08","passed","2026-07-08","","api/users.api.schema.spec.ts","",""
"","3129","verify all footers exist on the page test","chromium","2026-07-08","passed","2026-07-08","","search.spec.ts","",""
"","3791","verify searchResults count - imac - iMac","chromium","2026-07-08","passed","2026-07-08","","search.spec.ts","",""
"","5756","Add Product to cart test -iMac","chromium","2026-07-08","passed","2026-07-08","","productPage.spec.ts","",""
"","5501","DELETE API -- Delete User test","chromium","2026-07-08","passed","2026-07-08","e2e GoRest API CRUD Operations Tests ","api/users.api.seprate.spec.ts","",""
"","3674","verify searchResults count - iphone - iPhone","chromium","2026-07-08","passed","2026-07-08","","search.spec.ts","",""
"","6623","Delete a User Test","chromium","2026-07-08","passed","2026-07-08","","api/users.individual.spec.ts","",""
"","4707","verify user navigate to product page - iphone - iPhone","chromium","2026-07-08","passed","2026-07-08","","search.spec.ts","",""
"","2714","invalid login test with json data -wrong@open.com - wrong@123","chromium","2026-07-08","passed","2026-07-08","","loginpagefixture.spec.ts","",""
"","2501","verify logo and footer on home page test","chromium","2026-07-08","passed","2026-07-08","","homepagefix.spec.ts","",""
"","2799","invalid login test with excel data - - !Spring123","chromium","2026-07-08","passed","2026-07-08","","loginpagefixture.spec.ts","",""
"","1177","GoRestAPI - Verify Create User - POST call test","chromium","2026-07-08","passed","2026-07-08","","api/users.api.spec.ts","",""
"","2280","@regression verify Forgot Password link with fixture test","chromium","2026-07-08","passed","2026-07-08","","loginpagefixture.spec.ts","",""
"","5192","verify each product details test for -iPhone","chromium","2026-07-08","passed","2026-07-08","","productPage.spec.ts","",""
"","4558","verify user navigate to product page - macbook - MacBook Air","chromium","2026-07-08","passed","2026-07-08","","search.spec.ts","",""
"","2857","invalid login test with json data -invalidUser@open.com -","chromium","2026-07-08","passed","2026-07-08","","loginpagefixture.spec.ts","",""
"","3270","@sanity Enter New User Info test Entering for - Roy - han","chromium","2026-07-08","passed","2026-07-08","","registration.spec.ts","",""
"","3075","verify logo and footer on product page test","chromium","2026-07-08","passed","2026-07-08","","search.spec.ts","",""
"","6595","POST API = Create a User test","chromium","2026-07-08","passed","2026-07-08","e2e GoRest API CRUD Operations Tests ","api/users.api.seprate.spec.ts","",""
"","2731","verify all footers exist on the page test","chromium","2026-07-08","passed","2026-07-08","","homepagefix.spec.ts","",""
"","3156","verify all footers exist on the page test","chromium","2026-07-08","passed","2026-07-08","","productPage.spec.ts","",""
"","4632","GoRestAPI - Verify Create User GET call test","chromium","2026-07-08","passed","2026-07-08","","api/users.api.spec.ts","",""
"","2850","invalid login test with json data -pwbatchtest@open.com - wrong@123","chromium","2026-07-08","passed","2026-07-08","","loginpagefixture.spec.ts","",""
"","6457","Add Product to cart test -iPhone","chromium","2026-07-08","passed","2026-07-08","","productPage.spec.ts","",""
"","5705","Add Product to cart test -MacBook Pro","chromium","2026-07-08","passed","2026-07-08","","productPage.spec.ts","",""
"","1","@regression Verify shopping cart product information test","chromium","2026-07-08","skipped","2026-07-08","","cartPage.spec.ts","",""
"","3247","@sanity Enter New User Info test Entering for - ema - wotson","chromium","2026-07-08","passed","2026-07-08","","registration.spec.ts","",""
"","5122","Generate Product information and full details,","chromium","2026-07-08","passed","2026-07-08","","productPage.spec.ts","",""
