"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","40295","@sanity invalid login test with - - pw1234","chromium","2026-07-02","broken","2026-07-02","","loginpagefixture.spec.ts","",""
"","42834","@sanity verify logo and footer on product page test","chromium","2026-07-02","broken","2026-07-02","","loginpagefixture.spec.ts","",""
"","40254","@sanity Enter New User Info test Entering for - kristi - shain","chromium","2026-07-02","broken","2026-07-02","","registration.spec.ts","",""
"","43238","@sanity invalid login test with -pwtestbatch@open.com -","chromium","2026-07-02","broken","2026-07-02","","loginpagefixture.spec.ts","",""
"","42935","@sanity Enter New User Info test Entering for - ema - wotson","chromium","2026-07-02","broken","2026-07-02","","registration.spec.ts","",""
"","40246","@sanity Login Page with fixture test","chromium","2026-07-02","broken","2026-07-02","","loginpagefixture.spec.ts","",""
"","40165","@sanityverify all footers exist on the page test","chromium","2026-07-02","broken","2026-07-02","","loginpagefixture.spec.ts","",""
"","43131","@sanity invalid login test with -invalid@open.com - wrongPassword123","chromium","2026-07-02","broken","2026-07-02","","loginpagefixture.spec.ts","",""
"","40182","@sanity Home Page title test with fixtures","chromium","2026-07-02","broken","2026-07-02","","homepagefix.spec.ts","",""
"","43409","@sanity Enter New User Info test Entering for - Roy - han","chromium","2026-07-02","broken","2026-07-02","","registration.spec.ts","",""
